id,label,content,event_label,if_marked_label
4.98e+17,0.0,Black people die 2 deaths: 1) by public execution &amp; 2) an assassination of their character to justify the murder. #Ferguson #MikeBrown,1,1
4.98e+17,0.0,They broke out the terrorist response gear for citizens in #Ferguson protesting cold blooded police murder. Are we still in America??,1,1
4.98e+17,0.0,What year are we in again? This is looking like the 50s #Ferguson http://t.co/TeLcT3d3yh,1,1
4.98e+17,0.0,"The police in #Ferguson are using military suppression tactics on unarmed civilians. That's not law enforcement, b.",1,1
4.98e+17,0.0,Situation in #Ferguson getting very tense after police killed unarmed teenager Mike Brown (photo: @AntonioFrench) http://t.co/gL3y9pkfV7,1,1
4.98e+17,,Police dogs snarl at a crowd of mourners in #Ferguson. They are mourning the killing of another teenager by police http://t.co/BVGJAu2jvV????????Sun Aug 10 02:01:19 +0000 2014,1,1
4.98e+17,0.0,Someone please remind me what year it is again? #ferguson http://t.co/33cebmojwV,1,1
4.98e+17,0.0,Crazy RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/0rmR6PhSvi,1,1
4.98e+17,0.0,"The cop who shot #MikeBrown is on paid leave. Shoot a black kid, get a paid vacation. #WeAreTargets #Ferguson",1,1
4.98e+17,0.0,The police have come into the community with dogs. #ferguson http://t.co/QWhlu0xEtB,1,1
4.98e+17,0.0,Cops gun down a 17-year-old in front of you &amp; lock down your neighborhood with scores of armed cops because THEY feel threatened #Ferguson,1,1
4.98e+17,0.0,Never forget the original relationship between the police and blacks...#wearetargets#Ferguson http://t.co/Y0dOOu4LbE,1,1
4.98e+17,0.0,#message RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/vI4tDnvT1W,1,1
4.98e+17,0.0,Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands. #ferguson #fergusonshooting  https://t.co/t2MLq3SsrV,1,1
4.98e+17,0.0,RT @_westwest_yall: Never forget the original relationship between the police and blacks...#wearetargets#Ferguson http://t.co/Hbd4J61Va7,1,1
4.98e+17,0.0,"The #Ferguson chief, the County chief, County prosecutor, and @CharlieADooley need to reach out to the family and promise justice TONIGHT.",1,1
4.98e+17,0.0,Reach RT @brennamuncy Someone please remind me what year it is again? #ferguson http://t.co/1Yz0RPNFIT,1,1
4.98e+17,0.0,White man with gun *goes* to Target. Black kid without gun *is* the target. #Ferguson,1,1
4.98e+17,0.0,"People are angry, frustrated but peaceful tonight in #Ferguson. The police dept's heavy handed approach made things worse. Leaving was good.",1,1
4.98e+17,0.0,Dear mainstream media: The story is not the protest. The story is the police shooting of an unarmed black teenager. #Ferguson,1,1
4.98e+17,0.0,Dogs? In 2014? #Ferguson RT @AntonioFrench: Right now in #Ferguson MO following the killing of 17-year-old #MikeBrown http://t.co/iniDpLhVgo,1,1
4.98e+17,0.0,"NOTICE: 0 evidence of ""kill the police"" chant in #Ferguson but all news outlets report it, yet pics of lifeless victim? ""Alleged shooting.""",1,1
4.98e+17,0.0,Police are leaving now. #ferguson https://t.co/tozjird2vf,1,1
4.98e+17,0.0,Protestors at the #Ferguson Police Dept. https://t.co/0gAGopdQ8u,1,1
4.98e+17,0.0,"Michael Brown, unarmed black teen killed by police in #Ferguson was set to start college on Monday. @MichaelSkolnik:https://t.co/4LODno0FLr",1,1
4.98e+17,0.0,Protest at #Ferguson police dept right now https://t.co/zyZMLpgOpS,1,1
4.98e+17,0.0,It's messed up when cops can shoot unarmed Black teen yet White people can walk around Target with AR-15's! #Ferguson,1,1
4.98e+17,0.0,Protestors outside #Ferguson police department headquarters right now http://t.co/sjHMxSulha,1,1
4.98e+17,0.0,Don't live in #Ferguson? Call the Police station leave Chief Tom Jackson a message 314-522-3100 ext #5588 or tweet @stlcountypd #MikeBrown,1,1
4.98e+17,0.0,"Unarmed teen killed by cops isn't the headline but calling black people ""ANGRY MOB!"" is, that tells you everything about the media #Ferguson",1,1
4.98e+17,0.0,#WeAreTargets RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/ZRJ00GRDZG,1,1
4.98e+17,0.0,At the #Ferguson police dept headquarters https://t.co/jIaKhelaAk,1,1
4.98e+17,0.0,"""He threw his hands up and they shot him. The boy fell and they shot him some more."" http://t.co/WTqOpAhVRw  #ferguson #mikebrown",1,1
4.98e+17,0.0,"Protest continues in front of #ferguson police dept ""the people united, will never be defeated"" #FergusonShooting http://t.co/4wXq3z6tDX",1,1
4.98e+17,0.0,"The killing, the militarized police response, the coverage. How many more ways can you say ""Your lives hold no value""? #MikeBrown #Ferguson",1,1
4.98e+17,0.0,I?????????m in #Ferguson and the witnesses are telling a chillin story. This young man was truly executed.,1,1
4.98e+17,0.0,This is not okay. #Ferguson http://t.co/hb3jH6GfAt,1,1
4.98e+17,0.0,I can't stomach another #justicefor campaign. Real justice isn't a conviction. It's black ppl not being used for target practice. #Ferguson,1,1
4.98e+17,0.0,Please note Twitter had the #Ferguson story BEFORE ALL national news outlets. But keep telling me how Twitter doesn't matter. ???????a??????,1,1
4.98e+17,0.0,"Nothing screams action like placing pressure on the head of the city, Mayor Knowles. Call or email him! #Ferguson http://t.co/CvTxppaWWN",1,1
4.98e+17,0.0,"Witness: ""He threw his hands up and they shot him. The boy fell and they shot him some more."" #Ferguson http://t.co/sSbXDOUTMn",1,1
4.98e+17,0.0,"Trayvon Martin. Jordan Davis. Renisha McBride. Mike Brown. Our streets are stained with the blood of unarmed, black teens. #Ferguson",1,1
4.98e+17,0.0,"Don't tell a heartbroken community how to feel, what to say. Try listening to them instead. #Ferguson",1,1
4.98e+17,0.0,"It's incredibly upsetting hearing about the execution of children by the authorities in Iraq, Gaza, and Missouri. #MikeBrown #Ferguson",1,1
4.98e+17,0.0,Wonder how many breaking news reports there would be on national networks if a white unarmed teenager was shot + killed by police? #Ferguson,1,1
4.98e+17,0.0,Follow @MichaelSkolnik NOW if you want to follow the story about the unarmed teenager who was killed by the #Ferguson police.,1,1
4.98e+17,0.0,"Young black victims are killed twice in America?????????once by gun, second by media. Let the victim be the victim this time. #Ferguson",1,1
4.98e+17,0.0,"No matter what COLOR you are...the murder by cop in #Ferguson is WRONG.  Let's stand together, do NOT let them divide us.",1,1
4.98e+17,0.0,"White-privilege apologist internet trolls saying, ""Wait for details before you jump to conclusions."" You need more details? #Ferguson",1,1
4.98e+17,0.0,The @latimes reports on #Ferguson - http://t.co/p69w3eaHpb http://t.co/3DtEAVnpkW,1,1
4.98e+17,0.0,"High school graduation picture of Mike Brown. May he rest in peace, while we fight for his justice. #Ferguson http://t.co/ZpWHsvpnQi",1,1
4.98e+17,0.0,"#MikeBrown, left, is gunned down for WWB (walking while black),but guy on the right can point a gun at cops #Ferguson http://t.co/ydAVrBLQke",1,1
4.98e+17,0.0,"Police in #Ferguson, Missouri, shot and killed a 17-year-old boy. http://t.co/TbVlOFxEus#FergusonShooting",1,1
4.98e+17,0.0,People DEBATING whether #MikeBrown shoplifted or not-- IT DOESN'T MATTER.Shoplifting isn't punishable by DEATH IN THE STREET. #Ferguson,1,1
4.98e+17,0.0,"Late reporting from #Ferguson: ""Unrest"" outside police station. When white people do it, it's a ""vigil."" http://t.co/mkca1icOF9",1,1
4.98e+17,0.0,"If #Ferguson protesters were white, they'd be walking away with several hundred cattle and an apology. http://t.co/mkca1icOF9 #p2",1,1
4.98e+17,0.0,"17-yr-old unarmed black kid #MikeBrown was murdered by a cop in #Ferguson, Missouri yesterday. This is his stepdad: http://t.co/p8mqVvh9GY",1,1
4.98e+17,0.0,"I don't want another bigot getting in my TL saying it's not abt race, when's the last time a white kid has been MURDERED by police #Ferguson",1,1
4.98e+17,0.0,?????????When will young people of color's lives matter when they are alive?????????-  @MichaelSkolnik #Ferguson http://t.co/NM5UsKgPVm,1,1
4.98e+17,0.0,"The difference between ""unrest"" and ""patriotism"" is directly proportional to how black the protesters are. #Ferguson #Murrieta #BundyRanch",1,1
4.98e+17,0.0,More coverage from Europe - http://t.co/Ipkmn3Zq45 #Ferguson #MikeBrown http://t.co/vbZSHAvmxK,1,1
4.98e+17,0.0,"The black &amp; unarmed group on the left is called an ""angry mob"" vs the armed white group called supporters #Ferguson http://t.co/EuEvQHHEpK",1,1
4.98e+17,0.0,"#Ferguson, MO is in protest after a cop kills an unarmed black teen: http://t.co/xirnS3duFB http://t.co/T6Dp3AQbgE",1,1
4.98e+17,0.0,"#Ferguson is why we need Civilian Review Boards. Anger, frustration &amp; potential violence comes when ppl lack faith that they'll get justice.",1,1
4.98e+17,0.0,Stewart drives over guy kills him. News is everywhere. Cops fire 10 bullets into unarmed black. Not even covered. Good job media. #Ferguson,1,1
4.98e+17,0.0,Protestors outside #Ferguson police dept now http://t.co/VYsGspeKPB,1,1
4.98e+17,0.0,Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/mUE41Zp4nA,1,1
4.98e+17,0.0,"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson http://t.co/P7QwG3sTru",1,1
4.98e+17,0.0,Amerika appears to be awash in all manner of #terrorism. Much of it state-sponsored. #Ferguson #MikeBrown #Racism #p2 http://t.co/PqIKIbVGtf,1,1
4.98e+17,0.0,Outside #Ferguson Police Headquarters right now http://t.co/ZqOQuisJgh,1,1
4.98e+17,0.0,"Follow @MichaelSkolnik NOW if you want to follow the story about #MikeBrown, the unarmed teenager who was killed by the #Ferguson police.",1,1
4.98e+17,0.0,There should be blame AND shame here. #Ferguson #MichaelBrown @KharyP http://t.co/hXWpgy4nRY,1,1
4.98e+17,0.0,"Lots of people -- some prayerful, some sad, some angry -- have gathered outside the #Ferguson police headquarters http://t.co/KfbHCGNrzk",1,1
4.98e+17,0.0,"""Don't shoot! Don't shoot!"" #ferguson https://t.co/PhairpOfdl",1,1
4.98e+17,0.0,Police and protesters face to face in #Ferguson http://t.co/C0U0rQzGFa,1,1
4.98e+17,0.0,happening now in #ferguson https://t.co/MYPxUyo7Xx,1,1
4.98e+17,0.0,"The courage it takes to to write these words down, much less display them to the world #Ferguson #MikeBrown http://t.co/6lt6JlBKCC",1,1
4.98e+17,0.0,Protestors have crossed the police line in #Ferguson https://t.co/Y2CxIZe4Hk,1,1
4.98e+17,0.0,Protestors have packed the lobby of the #Ferguson police headquarters. Not being let into the press confere... https://t.co/auVlJeqMoI,1,1
4.98e+17,0.0,"""Don't shoot! Don't shoot!"" #ferguson https://t.co/5PjPp1jdiL",1,1
4.98e+17,0.0,Live from #Ferguson http://t.co/VX2zpW8Tqh,1,1
4.98e+17,0.0,Press conference is over.  Important to note: NO mention of #MikeBrown stealing ANYTHING from ANY store.  #Ferguson http://t.co/CnX88sZEwY,1,1
4.98e+17,0.0,"""Our problem is not with Hamas. Our problem is not in Iraq. Our problem is in #Ferguson!"" - Anthony Shahid http://t.co/o1dZ3LDHdg",1,1
4.98e+17,0.0,#Ferguson Police Chief said only one word during entire press conference. Question: Is officer is still being paid? Answer: Yes.,1,1
4.98e+17,0.0,Whenever you want to justify shooting an unarmed person you always say they reached for your gun. George Zimmerman taught us that #Ferguson,1,1
4.98e+17,0.0,Powerful video of protestors w/hands up mocking #Ferguson police. Video via @AntonioFrench #MikeBrown https://t.co/PVXgMmgw20,1,1
4.98e+17,0.0,Protest in #Ferguson. The police dogs are visible again. https://t.co/Fvdw0cKGXk,1,1
4.98e+17,0.0,"The presence of police dogs in #Ferguson is, at the very least, culturally and historically insensitive.",1,1
4.98e+17,0.0,Lots of angry mothers here in #Ferguson this morning. http://t.co/RXTdkGgDMG,1,1
4.98e+17,0.0,WE DEMAND THAT POLICE STAY AWAY FROM US WITHOUT WEARING CAMERAS FOR OUR PROTECTION! #mikebrown #Ferguson http://t.co/L2rBjMMpzc,1,1
4.98e+17,0.0,*church fan* RT @Sherrea_D: Where's the #NRA's call for blacks to arm themselves against the police? #MikeBrown #Ferguson,1,1
4.98e+17,0.0,Still conflicting reports about death of the witness. Police say it's not true. Tempers are rising here in #Ferguson http://t.co/nbbr7XvJxk,1,1
4.98e+17,0.0,"#Ferguson, Missouri Community Furious After Teen Shot Dead By Police http://t.co/UJYaBibSvq#FergusonShooting",1,1
4.99e+17,0.0,Not sure what the #Anonymous message to #Ferguson is going to be exactly but you can count on one.Support @OpFerguson,1,1
4.99e+17,0.0,"No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK",1,1
4.99e+17,0.0,Hello fellow white people. Lets try to show as much outrage for #Ferguson as we did for Facebook messenger.,1,1
4.99e+17,0.0,This would help tremendously. #mikebrown #Ferguson http://t.co/FNVnuZLWd1,1,1
4.99e+17,0.0,The protest is turning into a memorial and moving from the #Ferguson Police HQ to the street where #MikeBrown was killed.,1,1
4.99e+17,0.0,RT @TOO_LIVE_MILZ: The sad truth RT @kupkakekami: This would help tremendously. #mikebrown #Ferguson http://t.co/2i6aBcHlP3,1,1
4.99e+17,0.0,The shooting in #Ferguson highlights why the federal government should be underwriting body cams for all cops rather than military gear.,1,1
4.99e+17,0.0,So #Ferguson police want me to believe #MikeBrown tried to get into a police car and wrestle the officer's gun away. I'm gonna need video.,1,1
4.99e+17,0.0,#Ferguson #BundyRanch #Hypocrisy / H/T to @Khary for the images. http://t.co/rt7u6zOA1p,1,1
4.99e+17,0.0,"""Hands up!"" in #Ferguson http://t.co/gKKb0V0xv4",1,1
4.99e+17,0.0,Every Black person should drill this in their heads:we are in Jim Crow 2.0..and the new lynch mobs and KKK members ARE THE POLICE #Ferguson,1,1
4.99e+17,0.0,How police treat white #opencarry supporter vs an unarmed black teen. Wonder why? #MikeBrown #Ferguson http://t.co/jG3hGJRAuC,1,1
4.99e+17,0.0,Vigil for shooting victim Mike Brown will be held at 8pm Sunday at Canfield Green apartment complex in #Ferguson,1,1
4.99e+17,0.0,Nothing has changed. The ONLY difference?  The pictures are in color.  #Ferguson #FergusonShooting http://t.co/iRBqXc019M,1,1
4.99e+17,0.0,"#MikeBrown's tragic death isn't a #Ferguson problem or a #Missouri problem, it's an American problem.. http://t.co/g7jakSP9UL",1,1
4.99e+17,0.0,Notice how they bring out the attack dogs? #FergusonShooting #Ferguson #FergusonPolice http://t.co/GpQT6cGLgJ,1,1
4.99e+17,0.0,"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/HJk5k2e8tI",1,1
4.99e+17,0.0,When Parenting Feels Like a Fool's Errand: On the Death of Michael Brown: http://t.co/HrVKxjM3RR #MikeBrown #Ferguson http://t.co/tT0lYR8yCB,1,1
4.99e+17,0.0,#Ferguson v #Bundy: Black jaywalking teen shot &amp; killed by cops. White trespassig rancher's militia aim guns at cops. http://t.co/MEGjYq2feR,1,1
4.99e+17,0.0,"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/qxvFf6BaWX",1,1
4.99e+17,0.0,When's the last time a white kid was unjustly killed by law enforcement?Just spread the word http://t.co/8ZkPYTRS3I #MikeBrown #Ferguson,1,1
4.99e+17,0.0,Let's get these cameras on cops everywhere #Ferguson http://t.co/u89uNkNGoS,1,1
4.99e+17,0.0,There's cameras on every corner of the hood.  Let's out cameras on every cop.  What do you have to hide? #Ferguson http://t.co/76T6HmnsnS,1,1
4.99e+17,0.0,BREAKING: AG Eric Holder has instructed attorneys in the department's civil rights division to monitor developments in #Ferguson. -@AP,1,1
4.99e+17,0.0,"""if you Retweet or Screenshot. Just spread the word we need #Justice"" #ferguson #stlouis #MO  #uniteblue #libcrib #p2 http://t.co/78QURveWvK",1,1
4.99e+17,0.0,If u r white &amp; u r not outraged about #Ferguson then the problem is much bigger than the police. #americaforall,1,1
4.99e+17,0.0,"Protestors have blocked West Florissant, a major street in St. Louis County. #Ferguson http://t.co/S15XpF4f9E",1,1
4.99e+17,0.0,#Ferguson #MikeBrown protests http://t.co/UubTxFmU7c,1,1
4.99e+17,0.0,R.I.P. #MikeBrown.Innocent teen murdered by #Ferguson police.#RETWEET for respect &amp; spreading his story. http://t.co/JMlG8ePjEj,1,1
4.99e+17,0.0,"Michael Jackson: ""It doesn't matter if you're black or white.""Reality: #Ferguson #MikeBrown The War isn't on whites http://t.co/0rW38CxQjn",1,1
4.99e+17,0.0,The anger and tension is definitely worse than last night. #Ferguson,1,1
4.99e+17,0.0,Happening now in #Ferguson http://t.co/w8r9FTl4Kb,1,1
4.99e+17,0.0,Sad Survival Lessons We Have To Teach Our Young Black Boys. #JusticeForMikeBrown #MikeBrown #Ferguson http://t.co/SDDS5T0hEn,1,1
4.99e+17,0.0,Some signs from the earlier shutdown of West Florissant in #Ferguson http://t.co/ATqNIOoQNS,1,1
4.99e+17,0.0,Family of #MichaelBrown talks about his life: http://t.co/kIye34DLiU. #STL #Ferguson #MikeBrown http://t.co/GJgipAsWGV,1,1
4.99e+17,0.0,#Ferguson protestors have shut down a major intersection  https://t.co/2sLJdYKrP4,1,1
4.99e+17,0.0,Happening now in #Ferguson where #MikeBrown was killed. http://t.co/LfN0DWYp0B,1,1
4.99e+17,0.0,"I don't know how this is going to end. But man, it doesn't feel good right now. #ferguson http://t.co/OKwtolhshi",1,1
4.99e+17,0.0,Tell @TheJusticeDept to rigorously investigate &amp; prosecute all #Ferguson police involved in execution of #MikeBrown http://t.co/Z6PmH1EBdX,1,1
4.99e+17,0.0,"#Ferguson right now: Those who want a riot, come prepared for a riot. Heavily-armed officers are moving in. http://t.co/35em8bo5Xh",1,1
4.99e+17,0.0,"The #Ferguson police look more militarized now than the actual National Guard, here from the 1967 Newark riots: http://t.co/qk3CKqSp8o",1,1
4.99e+17,0.0,Something being talked about tonight is the makeup of the #Ferguson Police Dept. Here's a breakdown: #MichaelBrown http://t.co/faix6g9Omt,1,1
4.99e+17,0.0,"PHOTOS:: #Ferguson, Missouri, looks like a war zone http://t.co/N7lfddXd5d http://t.co/hmPP9z4dGd",1,1
4.99e+17,0.0,The protestors have started marching into a neighborhood. Police still standing here. #Ferguson #MichaelBrown http://t.co/2CFDkmtObA,1,1
4.99e+17,0.0,Who is in Ferguson? Who can livestream? Who can tweet? The world needs to know what is going on. Let's show them. #Ferguson #OpFerguson,1,1
4.99e+17,0.0,"""The fatal shooting of an unarmed teenager deserves a full review."" AG Eric Holder #MikeBrown #Ferguson",1,1
4.99e+17,0.0,Army tactical gearThis image is not from  #iraq or #Afghanistan this is #Ferguson MO #MichaelBrown fatal shooting http://t.co/4f5hYlONnV,1,1
4.99e+17,0.0,"""You a reporter, big boy? See. They're treating you like they do us."" A #Ferguson protestor who's quickly become one of my favorites told me",1,1
4.99e+17,0.0,"The sights and sounds from #Ferguson, Missouri are unbelievable: http://t.co/D0n0QYN8x2 http://t.co/A3obQOvf4o",1,1
4.99e+17,0.0,Anonymous hacking group threatens the #Ferguson police in wake of the murder of Mike Brown --&gt; http://t.co/TqaA59wH9x http://t.co/p8VtikmeyD,1,1
4.99e+17,0.0,"Federal grants drive cop militarization: in '12 St. Louis County got Bearcat armored vehicle, other goodies http://t.co/uZymzagDmU #ferguson",1,1
4.99e+17,0.0,"So, @maddow is telling the story about how the #StLouis Police were harassing the whistleblower who detailed racism in the PD. #Ferguson",1,1
4.99e+17,0.0,The police* are the occupying army in the black colony. - Huey Newton #Ferguson police #MichaelBrown http://t.co/dWzjeIccxw,1,1
4.99e+17,0.0,"The whistleblower, a white man who went by the name of ""Lonewolf,"" said Black people should be allowed to shop w/o harassment. #Ferguson",1,1
4.99e+17,0.0,The whistleblower was putting his Lieutenant on blast. Nine other officers corroborated the rampant racism in the #StLouis PD. #Ferguson,1,1
4.99e+17,0.0,"The whistleblower said they would often have ""Black day"" or ""tan day"" to just arrest Black or Brown people by the #StLouis PD. #Ferguson",1,1
4.99e+17,0.0,"The whistleblower said the #StLouis PD told the Black officers, ""Oh, not you... you're the good guys."" #Ferguson",1,1
4.99e+17,0.0,"After the whistleblower revealed what was happening, he was summarily harassed, got drug tests, car taken &amp; transferred. #Ferguson #StLouis",1,1
